"","id","senator_party","condition","pid7","pre_sexism_1","pre_sexism_2","pre_sexism_3","pre_sexism_4","pre_favorability","pre_vote","gender","age","newsinterest","post_favorability","post_vote","punishment_1","punishment_2","punishment_3","punishment_4","punishment_5","post_sexism_1","post_sexism_2","post_sexism_3","post_sexism_4","condition2","pid3","needmoreevidence","apology","longtimeago","resign","elitecues","needmoreevidence_reverse","longtimeago_reverse","meanpunishment","sameparty","pre_sexism","post_sexism","change_favorability","change_vote","change_sexism","perchange_favorability","perchange_vote","perchange_sexism"
"1157",1158,"Republican",2,"Lean Republican",4,4,3,4,7,7,"Woman","45-54","Some of the time",7,7,"Agree somewhat","Neither disagree nor agree","Agree somewhat","Disagree somewhat","Disagree somewhat",4,4,3,4,"Assault","Republican",4,3,4,2,2,2,2,2.25,"Same party",3.75,3.75,0,0,0,0,0,0
"1158",1159,"Republican",1,"Not very strong Democrat",1,1,1,1,8,6,"Man","35-44","Most of the time",4,4,"Disagree somewhat","Agree somewhat","Disagree strongly","Agree somewhat","Agree somewhat",1,1,1,1,"Jokes","Democrat",2,4,1,4,4,4,5,4.25,"Opposite party",1,1,-4,-2,0,-44.4444444444444,-28.5714285714286,0
"1159",1160,"Democrat",1,"Not very strong Democrat",1,1,1,3,6,7,"Woman","25-34","Some of the time",5,5,"Agree strongly","Disagree strongly","Disagree strongly","Disagree strongly","Disagree strongly",1,1,1,3,"Jokes","Democrat",5,1,1,1,1,1,5,2,"Same party",1.5,1.5,-1,-2,0,-14.2857142857143,-25,0
"1160",1161,"Democrat",2,"Lean Democrat",2,1,1,1,9,9,"Man","35-44","Most of the time",7,7,"Disagree somewhat","Agree somewhat","Disagree somewhat","Disagree somewhat","Disagree strongly",1,1,1,2,"Assault","Democrat",2,4,2,2,1,4,4,3.5,"Same party",1.25,1.25,-2,-2,0,-20,-20,0
"1161",1162,"Democrat",1,"Not very strong Republican",2,2,3,2,9,9,"Man","25-34","Most of the time",8,7,"Agree somewhat","Neither disagree nor agree","Agree somewhat","Neither disagree nor agree","Neither disagree nor agree",2,2,3,2,"Jokes","Republican",4,3,4,3,3,2,2,2.5,"Opposite party",2.25,2.25,-1,-2,0,-10,-20,0
"1162",1163,"Democrat",2,"Lean Republican",4,3,1,2,8,7,"Man","35-44","Only now and then",7,6,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Disagree somewhat","Agree strongly",4,2,2,4,"Assault","Republican",2,3,1,2,5,4,5,3.5,"Opposite party",2.5,3,-1,-1,0.5,-11.1111111111111,-12.5,14.2857142857143
"1163",1164,"Republican",1,"Not very strong Republican",3,3,2,3,9,9,"Woman","45-54","Hardly at all",9,9,"Agree somewhat","Disagree somewhat","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree",3,3,2,3,"Jokes","Republican",4,2,3,1,3,2,3,2,"Same party",2.75,2.75,0,0,0,0,0,0
"1164",1165,"Democrat",2,"Strong Democrat",1,2,5,2,9,9,"Man","18-24","Some of the time",4,4,"Agree somewhat","Neither disagree nor agree","Agree somewhat","Agree somewhat","Neither disagree nor agree",4,4,2,3,"Assault","Democrat",4,3,4,4,3,2,2,2.75,"Same party",2.5,3.25,-5,-5,0.75,-50,-50,21.4285714285714
"1165",1166,"Republican",3,"Lean Democrat",1,1,5,1,6,6,"Woman","25-34","Some of the time",7,6,"","","","","",1,1,5,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2,2,1,0,0,14.2857142857143,0,0
"1166",1167,"Republican",3,"Independent",2,1,1,1,4,0,"Man","25-34","Some of the time",4,0,"","","","","",2,1,1,1,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",1.25,1.25,0,0,0,0,0,0
"1167",1168,"Republican",1,"Lean Democrat",1,1,1,1,5,0,"Woman","65 or over","Most of the time",0,0,"Disagree strongly","Agree somewhat","Disagree strongly","Agree somewhat","Disagree strongly",1,1,1,1,"Jokes","Democrat",1,4,1,4,1,5,5,4.5,"Opposite party",1,1,-5,0,0,-83.3333333333333,0,0
"1168",1169,"Republican",2,"Not very strong Democrat",2,2,3,2,10,7,"Man","25-34","Most of the time",5,5,"Agree somewhat","Neither disagree nor agree","Disagree somewhat","Agree somewhat","Neither disagree nor agree",2,2,2,2,"Assault","Democrat",4,3,2,4,3,2,4,3.25,"Opposite party",2.25,2,-5,-2,-0.25,-45.4545454545455,-25,-7.69230769230769
"1169",1170,"Democrat",1,"Independent",2,3,2,4,8,6,"Man","18-24","Some of the time",7,6,"Agree somewhat","Agree somewhat","Agree strongly","Disagree strongly","Agree somewhat",3,3,2,3,"Jokes","Independent",4,4,5,1,4,2,1,2,"Independents/Not sures",2.75,2.75,-1,0,0,-11.1111111111111,0,0
"1170",1171,"Republican",2,"Independent",4,4,3,4,6,5,"Man","35-44","Most of the time",6,6,"Agree strongly","Disagree strongly","Agree somewhat","Disagree strongly","Neither disagree nor agree",4,4,3,4,"Assault","Independent",5,1,4,1,3,1,2,1.25,"Independents/Not sures",3.75,3.75,0,1,0,0,16.6666666666667,0
"1171",1172,"Democrat",1,"Lean Republican",4,4,4,1,7,8,"Woman","35-44","Some of the time",7,8,"Agree strongly","Disagree strongly","Agree strongly","Disagree strongly","Agree somewhat",4,4,4,2,"Jokes","Republican",5,1,5,1,4,1,1,1,"Opposite party",3.25,3.5,0,0,0.25,0,0,5.88235294117647
"1172",1173,"Democrat",2,"Independent",4,4,3,4,7,7,"Man","35-44","Most of the time",7,7,"Agree strongly","Disagree strongly","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree",4,4,3,4,"Assault","Independent",5,1,3,1,3,1,3,1.5,"Independents/Not sures",3.75,3.75,0,0,0,0,0,0
"1173",1174,"Republican",1,"Lean Democrat",4,4,4,4,9,8,"Woman","25-34","Some of the time",7,7,"Disagree somewhat","Disagree somewhat","Agree somewhat","Disagree strongly","Agree somewhat",4,4,4,4,"Jokes","Democrat",2,2,4,1,4,4,2,2.25,"Opposite party",4,4,-2,-1,0,-20,-11.1111111111111,0
"1174",1175,"Republican",1,"Lean Republican",2,2,2,4,9,9,"Woman","25-34","Most of the time",6,6,"Agree somewhat","Disagree somewhat","Agree somewhat","Disagree strongly","Disagree somewhat",2,2,2,4,"Jokes","Republican",4,2,4,1,2,2,2,1.75,"Same party",2.5,2.5,-3,-3,0,-30,-30,0
"1175",1176,"Republican",2,"Not very strong Democrat",2,2,3,3,8,7,"Woman","25-34","Some of the time",1,0,"Neither disagree nor agree","Agree strongly","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree",2,1,3,3,"Assault","Democrat",3,5,3,3,3,3,3,3.5,"Opposite party",2.5,2.25,-7,-7,-0.25,-77.7777777777778,-87.5,-7.14285714285714
"1176",1177,"Republican",1,"Independent",2,2,4,2,5,5,"Man","55-64","Most of the time",2,2,"Disagree somewhat","Agree strongly","Disagree strongly","Neither disagree nor agree","Neither disagree nor agree",2,2,4,2,"Jokes","Independent",2,5,1,3,3,4,5,4.25,"Independents/Not sures",2.5,2.5,-3,-3,0,-50,-50,0
"1177",1178,"Republican",3,"Independent",2,3,2,3,5,5,"Man","45-54","Most of the time",6,5,"","","","","",3,4,2,3,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",2.5,3,1,0,0.5,16.6666666666667,0,14.2857142857143
"1178",1179,"Republican",1,"Not very strong Republican",4,4,2,5,10,9,"Man","25-34","Some of the time",10,10,"Agree strongly","Agree strongly","Agree strongly","Disagree strongly","Agree strongly",4,5,1,5,"Jokes","Republican",5,5,5,1,5,1,1,2,"Same party",3.75,3.75,0,1,0,0,10,0
"1179",1180,"Republican",1,"Strong Republican",3,4,1,4,9,10,"Man","18-24","Hardly at all",10,9,"Agree strongly","Agree somewhat","Neither disagree nor agree","Agree somewhat","Agree strongly",5,4,2,5,"Jokes","Republican",5,4,3,4,5,1,3,3,"Same party",3,4,1,-1,1,10,-9.09090909090909,25
"1180",1181,"Republican",3,"Independent",2,3,3,3,7,6,"Man","25-34","Some of the time",7,6,"","","","","",2,3,3,3,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",2.75,2.75,0,0,0,0,0,0
"1181",1182,"Democrat",3,"Strong Republican",4,3,3,3,5,6,"Man","25-34","Some of the time",6,5,"","","","","",4,3,3,3,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3.25,3.25,1,-1,0,16.6666666666667,-14.2857142857143,0
"1182",1183,"Republican",1,"Lean Democrat",1,1,1,1,3,1,"Woman","35-44","Some of the time",3,1,"Agree somewhat","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Disagree somewhat",1,1,1,1,"Jokes","Democrat",4,3,2,3,2,2,4,3,"Opposite party",1,1,0,0,0,0,0,0
"1183",1184,"Republican",3,"Strong Democrat",2,1,1,1,8,1,"Woman","25-34","Some of the time",8,2,"","","","","",2,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.25,1.25,0,1,0,0,50,0
"1184",1185,"Democrat",3,"Independent",1,3,2,3,9,8,"Man","25-34","Most of the time",9,8,"","","","","",2,3,2,3,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",2.25,2.5,0,0,0.25,0,0,7.69230769230769
"1185",1186,"Republican",3,"Lean Democrat",3,3,3,3,5,5,"Man","25-34","Some of the time",6,5,"","","","","",3,3,3,3,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3,3,1,0,0,16.6666666666667,0,0
"1186",1187,"Republican",1,"Strong Democrat",2,2,4,2,9,9,"Man","35-44","Most of the time",8,9,"Agree strongly","Neither disagree nor agree","Agree somewhat","Disagree somewhat","Agree somewhat",2,2,4,2,"Jokes","Democrat",5,3,4,2,4,1,2,2,"Opposite party",2.5,2.5,-1,0,0,-10,0,0
"1187",1188,"Democrat",1,"Not very strong Democrat",2,2,3,2,6,6,"Woman","35-44","Some of the time",6,6,"Agree somewhat","Disagree somewhat","Disagree somewhat","Disagree somewhat","Neither disagree nor agree",2,2,3,2,"Jokes","Democrat",4,2,2,2,3,2,4,2.5,"Same party",2.25,2.25,0,0,0,0,0,0
"1188",1189,"Republican",1,"Strong Republican",4,5,2,5,7,8,"Woman","45-54","Some of the time",2,5,"Agree strongly","Agree somewhat","Agree strongly","Agree somewhat","Agree somewhat",4,4,2,5,"Jokes","Republican",5,4,5,4,4,1,1,2.5,"Same party",4,3.75,-5,-3,-0.25,-62.5,-33.3333333333333,-5
"1189",1190,"Democrat",3,"Strong Republican",5,5,5,5,5,0,"Woman","45-54","Most of the time",5,0,"","","","","",5,5,5,5,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",5,5,0,0,0,0,0,0
"1190",1191,"Republican",2,"Strong Democrat",5,2,4,4,9,10,"Man","25-34","Some of the time",9,10,"Agree strongly","Disagree strongly","Neither disagree nor agree","Disagree strongly","Disagree strongly",5,2,2,5,"Assault","Democrat",5,1,3,1,1,1,3,1.5,"Opposite party",3.75,3.5,0,0,-0.25,0,0,-5.26315789473684
"1191",1192,"Republican",2,"Independent",5,4,3,1,6,6,"Man","25-34","Some of the time",7,8,"Agree somewhat","Neither disagree nor agree","Disagree somewhat","Agree somewhat","Agree somewhat",3,1,3,3,"Assault","Independent",4,3,2,4,4,2,4,3.25,"Independents/Not sures",3.25,2.5,1,2,-0.75,14.2857142857143,28.5714285714286,-17.6470588235294
"1192",1193,"Republican",1,"Independent",4,4,2,4,7,7,"Woman","25-34","Only now and then",6,6,"Agree somewhat","Disagree somewhat","Agree somewhat","Disagree somewhat","Neither disagree nor agree",4,4,2,4,"Jokes","Independent",4,2,4,2,3,2,2,2,"Independents/Not sures",3.5,3.5,-1,-1,0,-12.5,-12.5,0
"1193",1194,"Republican",3,"Strong Republican",1,2,1,2,9,8,"Woman","55-64","Some of the time",8,8,"","","","","",1,2,1,2,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.5,1.5,-1,0,0,-10,0,0
"1194",1195,"Republican",3,"Strong Republican",4,4,1,5,9,8,"Woman","35-44","Some of the time",8,8,"","","","","",4,4,1,5,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",3.5,3.5,-1,0,0,-10,0,0
"1195",1196,"Republican",2,"Strong Democrat",2,2,1,2,5,1,"Man","35-44","Some of the time",1,1,"Disagree somewhat","Agree somewhat","Disagree strongly","Neither disagree nor agree","Disagree somewhat",2,2,1,2,"Assault","Democrat",2,4,1,3,2,4,5,4,"Opposite party",1.75,1.75,-4,0,0,-66.6666666666667,0,0
"1196",1197,"Republican",2,"Strong Democrat",1,1,1,1,5,1,"Woman","18-24","Some of the time",0,0,"Disagree strongly","Agree strongly","Disagree strongly","Agree strongly","Disagree strongly",1,1,1,1,"Assault","Democrat",1,5,1,5,1,5,5,5,"Opposite party",1,1,-5,-1,0,-83.3333333333333,-50,0
"1197",1198,"Republican",1,"Strong Democrat",1,1,1,1,7,5,"Man","25-34","Most of the time",6,5,"Disagree somewhat","Disagree strongly","Disagree strongly","Disagree strongly","Neither disagree nor agree",1,1,1,1,"Jokes","Democrat",2,1,1,1,3,4,5,2.75,"Opposite party",1,1,-1,0,0,-12.5,0,0
"1198",1199,"Republican",1,"Independent",1,1,3,1,5,3,"Man","55-64","Most of the time",4,2,"Disagree strongly","Neither disagree nor agree","Disagree somewhat","Agree somewhat","Disagree strongly",1,1,4,1,"Jokes","Independent",1,3,2,4,1,5,4,4,"Independents/Not sures",1.5,1.75,-1,-1,0.25,-16.6666666666667,-25,10
"1199",1200,"Republican",3,"Not very strong Democrat",2,2,1,2,6,5,"Man","25-34","Most of the time",7,5,"","","","","",2,2,1,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.75,1.75,1,0,0,14.2857142857143,0,0
"1200",1201,"Democrat",3,"Lean Republican",2,2,2,2,9,7,"Woman","25-34","Only now and then",9,6,"","","","","",2,2,2,2,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2,2,0,-1,0,0,-12.5,0
"1201",1202,"Democrat",1,"Strong Democrat",3,2,3,4,8,7,"Man","25-34","Most of the time",7,8,"Agree somewhat","Agree strongly","Agree somewhat","Neither disagree nor agree","Agree somewhat",3,4,4,3,"Jokes","Democrat",4,5,4,3,4,2,2,3,"Same party",3,3.5,-1,1,0.5,-11.1111111111111,12.5,12.5
"1202",1203,"Republican",2,"Lean Democrat",1,1,1,1,10,10,"Woman","25-34","Some of the time",1,1,"Disagree strongly","Agree strongly","Disagree strongly","Agree strongly","Disagree strongly",1,1,5,1,"Assault","Democrat",1,5,1,5,1,5,5,5,"Opposite party",1,2,-9,-9,1,-81.8181818181818,-81.8181818181818,50
"1203",1204,"Democrat",1,"Independent",2,2,2,2,10,5,"Woman","25-34","Most of the time",5,5,"Disagree somewhat","Disagree strongly","Disagree strongly","Disagree strongly","Disagree somewhat",2,2,2,2,"Jokes","Independent",2,1,1,1,2,4,5,2.75,"Independents/Not sures",2,2,-5,0,0,-45.4545454545455,0,0
"1204",1205,"Republican",3,"Independent",3,3,3,3,7,7,"Man","35-44","Hardly at all",5,7,"","","","","",3,3,3,3,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3,3,-2,0,0,-25,0,0
"1205",1206,"Republican",3,"Independent",4,4,3,4,3,2,"Man","35-44","Most of the time",3,3,"","","","","",4,4,3,4,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3.75,3.75,0,1,0,0,33.3333333333333,0
"1206",1207,"Republican",3,"Not very strong Democrat",3,1,2,2,8,3,"Man","25-34","Some of the time",7,4,"","","","","",2,2,2,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2,2,-1,1,0,-11.1111111111111,25,0
"1207",1208,"Democrat",3,"Not very strong Democrat",4,4,4,4,7,8,"Woman","35-44","Most of the time",8,8,"","","","","",4,4,4,4,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",4,4,1,0,0,12.5,0,0
"1208",1209,"Democrat",2,"Strong Democrat",5,5,2,4,8,9,"Man","25-34","Most of the time",8,9,"Agree strongly","Agree somewhat","Agree somewhat","Agree strongly","Agree somewhat",4,5,1,4,"Assault","Democrat",5,4,4,5,4,1,2,3,"Same party",4,3.5,0,0,-0.5,0,0,-10
"1209",1210,"Democrat",3,"Independent",3,3,5,5,5,7,"Woman","25-34","Most of the time",7,5,"","","","","",5,1,1,5,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",4,3,2,-2,-1,33.3333333333333,-25,-20
"1210",1211,"Democrat",3,"Independent",1,1,2,1,9,8,"Woman","25-34","Only now and then",9,9,"","","","","",1,1,2,1,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",1.25,1.25,0,1,0,0,11.1111111111111,0
"1211",1212,"Republican",3,"Independent",4,4,3,4,6,5,"Man","25-34","Most of the time",5,5,"","","","","",4,4,3,4,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3.75,3.75,-1,0,0,-14.2857142857143,0,0
"1212",1213,"Democrat",3,"Not very strong Democrat",1,1,1,1,7,9,"Woman","25-34","Most of the time",9,10,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1,1,2,1,0,25,10,0
"1213",1214,"Republican",3,"Lean Republican",2,1,1,2,9,10,"Woman","35-44","Only now and then",10,10,"","","","","",1,1,1,1,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.5,1,1,0,-0.5,10,0,-20
"1214",1215,"Republican",1,"Not very strong Democrat",1,1,1,1,5,0,"Woman","45-54","Some of the time",5,0,"Neither disagree nor agree","Agree somewhat","Agree somewhat","Neither disagree nor agree","Disagree somewhat",1,1,1,1,"Jokes","Democrat",3,4,4,3,2,3,2,3,"Opposite party",1,1,0,0,0,0,0,0
"1215",1216,"Republican",3,"Not very strong Democrat",1,1,2,1,8,5,"Man","25-34","Most of the time",8,5,"","","","","",1,1,2,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.25,1.25,0,0,0,0,0,0
"1216",1217,"Republican",3,"Strong Republican",2,2,1,2,9,10,"Woman","35-44","Most of the time",10,10,"","","","","",2,2,1,2,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.75,1.75,1,0,0,10,0,0
"1217",1218,"Democrat",1,"Strong Democrat",1,1,1,1,5,5,"Man","35-44","Most of the time",5,5,"Neither disagree nor agree","Neither disagree nor agree","Disagree strongly","Disagree strongly","Neither disagree nor agree",1,1,1,1,"Jokes","Democrat",3,3,1,1,3,3,5,3,"Same party",1,1,0,0,0,0,0,0
"1218",1219,"Democrat",3,"Strong Democrat",4,4,3,4,8,7,"Woman","25-34","Some of the time",8,8,"","","","","",4,4,3,4,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",3.75,3.75,0,1,0,0,12.5,0
"1219",1220,"Democrat",2,"Independent",5,5,1,5,10,10,"Man","45-54","Only now and then",10,10,"Agree strongly","Disagree strongly","Agree strongly","Disagree strongly","Agree strongly",5,5,1,5,"Assault","Independent",5,1,5,1,5,1,1,1,"Independents/Not sures",4,4,0,0,0,0,0,0
"1220",1221,"Democrat",2,"Not very strong Democrat",2,2,3,2,8,8,"Woman","35-44","Most of the time",1,1,"Disagree somewhat","Agree somewhat","Disagree strongly","Neither disagree nor agree","Neither disagree nor agree",2,2,3,2,"Assault","Democrat",2,4,1,3,3,4,5,4,"Same party",2.25,2.25,-7,-7,0,-77.7777777777778,-77.7777777777778,0
"1221",1222,"Republican",2,"Not very strong Republican",4,4,2,4,9,9,"Man","25-34","Most of the time",8,9,"Agree strongly","Disagree strongly","Disagree somewhat","Disagree strongly","Agree somewhat",4,4,2,4,"Assault","Republican",5,1,2,1,4,1,4,1.75,"Same party",3.5,3.5,-1,0,0,-10,0,0
"1222",1223,"Republican",1,"Lean Republican",1,1,1,1,5,5,"Man","55-64","Most of the time",5,5,"Agree somewhat","Disagree strongly","Disagree strongly","Disagree strongly","Disagree strongly",1,1,1,1,"Jokes","Republican",4,1,1,1,1,2,5,2.25,"Same party",1,1,0,0,0,0,0,0
"1223",1224,"Democrat",1,"Lean Republican",2,2,1,2,9,7,"Man","55-64","Most of the time",3,3,"Neither disagree nor agree","Agree somewhat","Disagree strongly","Neither disagree nor agree","Neither disagree nor agree",2,2,2,2,"Jokes","Republican",3,4,1,3,3,3,5,3.75,"Opposite party",1.75,2,-6,-4,0.25,-60,-50,9.09090909090909
"1224",1225,"Democrat",3,"Strong Democrat",2,2,5,1,7,5,"Woman","55-64","Most of the time",7,7,"","","","","",2,2,1,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2.5,1.75,0,2,-0.75,0,33.3333333333333,-21.4285714285714
"1225",1226,"Democrat",1,"Not very strong Republican",2,4,2,4,5,0,"Man","55-64","Most of the time",5,0,"Agree strongly","Disagree strongly","Agree somewhat","Disagree strongly","Disagree somewhat",2,4,2,4,"Jokes","Republican",5,1,4,1,2,1,2,1.25,"Opposite party",3,3,0,0,0,0,0,0
"1226",1227,"Republican",3,"Strong Democrat",1,1,1,1,5,5,"Woman","55-64","Most of the time",1,0,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1,1,-4,-5,0,-66.6666666666667,-83.3333333333333,0
"1227",1228,"Republican",1,"Lean Republican",2,4,2,4,10,10,"Man","25-34","Some of the time",10,10,"Agree strongly","Disagree strongly","Agree somewhat","Disagree strongly","Disagree somewhat",3,5,3,4,"Jokes","Republican",5,1,4,1,2,1,2,1.25,"Same party",3,3.75,0,0,0.75,0,0,18.75
"1228",1229,"Democrat",2,"Not very strong Democrat",1,2,1,1,8,8,"Woman","55-64","Most of the time",1,0,"Disagree somewhat","Agree somewhat","Disagree strongly","Agree somewhat","Disagree somewhat",1,2,1,1,"Assault","Democrat",2,4,1,4,2,4,5,4.25,"Same party",1.25,1.25,-7,-8,0,-77.7777777777778,-88.8888888888889,0
"1229",1230,"Republican",3,"Lean Republican",2,2,1,1,8,8,"Woman","25-34","Only now and then",8,8,"","","","","",2,2,1,1,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.5,1.5,0,0,0,0,0,0
"1230",1231,"Democrat",2,"Lean Democrat",3,2,3,2,8,8,"Man","18-24","Most of the time",6,5,"Neither disagree nor agree","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Neither disagree nor agree",3,1,3,1,"Assault","Democrat",3,3,2,3,3,3,4,3.25,"Same party",2.5,2,-2,-3,-0.5,-22.2222222222222,-33.3333333333333,-14.2857142857143
"1231",1232,"Republican",2,"Independent",4,3,3,2,6,6,"Man","35-44","Most of the time",4,4,"Agree somewhat","Neither disagree nor agree","Disagree somewhat","Agree somewhat","Agree somewhat",4,3,3,2,"Assault","Independent",4,3,2,4,4,2,4,3.25,"Independents/Not sures",3,3,-2,-2,0,-28.5714285714286,-28.5714285714286,0
"1232",1233,"Democrat",2,"Lean Democrat",4,4,4,3,6,5,"Man","25-34","Most of the time",5,5,"Disagree somewhat","Neither disagree nor agree","Neither disagree nor agree","Disagree somewhat","Agree somewhat",4,4,4,3,"Assault","Democrat",2,3,3,2,4,4,3,3,"Same party",3.75,3.75,-1,0,0,-14.2857142857143,0,0
"1233",1234,"Democrat",2,"Strong Democrat",2,2,2,2,8,8,"Man","35-44","Some of the time",4,0,"Disagree strongly","Agree strongly","Disagree strongly","Disagree strongly","Neither disagree nor agree",1,1,2,1,"Assault","Democrat",1,5,1,1,3,5,5,4,"Same party",2,1.25,-4,-8,-0.75,-44.4444444444444,-88.8888888888889,-25
"1234",1235,"Republican",2,"Strong Democrat",1,1,1,1,3,0,"Man","25-34","Most of the time",0,0,"Disagree strongly","Agree strongly","Disagree strongly","Agree strongly","Disagree strongly",1,1,1,1,"Assault","Democrat",1,5,1,5,1,5,5,5,"Opposite party",1,1,-3,0,0,-75,0,0
